,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price,car_tier
299,2023-04-04,Boyle-Stamm,Porsche,911,2011,Goldenrod,75525,Economy
300,2022-12-13,"Koepp, Zulauf and Balistreri",Oldsmobile,Silhouette,2020,Blue,48426,Luxury
301,2022-12-09,"Johnston, Fritsch and Reichel",BMW,1 Series,2011,Khaki,51817,Sports
302,2023-02-26,Walker and Sons,Honda,Accord,2010,Pink,34781,Off-Road
303,2022-11-21,"Schmidt, Tremblay and Johns",Toyota,Corolla,2016,Mauv,99716,Sports
304,2022-11-23,Crona-Nienow,Ford,E250,2012,Blue,74825,Luxury
305,2023-04-12,Kemmer-Lind,Chevrolet,3500,2013,Goldenrod,76708,Budget
306,2023-01-29,Koch-Dooley,Suzuki,Grand Vitara,2014,Aquamarine,88801,Luxury
307,2022-12-11,Predovic-Harber,Chevrolet,Tahoe,2019,Blue,33611,Luxury
308,2022-12-14,Bode-Lesch,Mercedes-Benz,SL-Class,2021,Khaki,51029,Budget
309,2023-05-03,"Mertz, Bartell and Terry",Mazda,B-Series,2012,Orange,91921,Budget
310,2023-01-26,Kihn Inc,Oldsmobile,88,2011,Blue,59734,Economy
311,2023-02-02,"McCullough, Pagac and Purdy",Toyota,Sienna,2023,Violet,74591,Off-Road
312,2023-02-06,Mohr-Koelpin,Maserati,GranTurismo,2021,Crimson,29331,Economy
313,2023-01-17,Jast LLC,Buick,Regal,2017,Blue,54950,Budget
314,2023-03-11,Price-Marvin,GMC,Safari,2018,Mauv,22510,Off-Road
315,2023-05-08,"Hackett, Donnelly and Rodriguez",Nissan,Murano,2019,Indigo,65161,Economy
316,2022-11-21,"Turcotte, Klocko and Stark",Infiniti,JX,2013,Turquoise,25174,Economy
317,2023-02-06,Maggio Inc,Isuzu,Trooper,2013,Turquoise,14997,Economy
318,2023-02-16,Smitham and Sons,Ford,LTD Crown Victoria,2013,Mauv,87708,Off-Road
319,2023-01-15,Maggio Inc,Pontiac,LeMans,2013,Aquamarine,83160,Budget
320,2023-05-12,Hammes LLC,Land Rover,Range Rover,2012,Khaki,87043,Luxury
321,2023-04-10,Streich-Hammes,Mercedes-Benz,SL-Class,2012,Aquamarine,71981,Economy
322,2022-11-24,"Gorczany, Hoppe and Breitenberg",GMC,Envoy,2022,Indigo,86639,Off-Road
323,2023-01-22,Price LLC,BMW,645,2016,Puce,73651,Luxury
324,2023-04-07,"Reichel, Towne and Schuster",Ford,Tempo,2010,Fuscia,54263,Economy
325,2023-01-06,Hilpert-Mosciski,Hyundai,Santa Fe,2017,Violet,31847,Economy
326,2022-12-24,"Daugherty, Rohan and Leannon",Mercury,Monterey,2023,Puce,21095,Sports
327,2022-12-24,"Bayer, Kerluke and Cremin",Maserati,GranTurismo,2013,Fuscia,37328,Off-Road
328,2023-01-10,"Shanahan, Abernathy and Dare",Dodge,Stratus,2022,Yellow,64789,Off-Road
329,2023-01-01,McCullough-Abernathy,GMC,1500,2016,Turquoise,64249,Off-Road
330,2023-03-25,"Dach, Yundt and Cronin",Ford,F-Series,2014,Mauv,90238,Economy
331,2022-12-01,Bernhard-Bins,Suzuki,Swift,2018,Violet,65466,Economy
332,2023-01-27,"Witting, Johnston and Veum",Maybach,62,2015,Purple,91799,Off-Road
333,2023-04-23,"Wunsch, Raynor and Grimes",Chevrolet,Astro,2016,Goldenrod,83052,Sports
334,2022-12-15,Denesik LLC,Chevrolet,Corvette,2012,Purple,79537,Luxury
335,2023-03-19,Lemke Inc,Audi,Q7,2011,Fuscia,89317,Sports
336,2023-05-01,Kautzer-Jenkins,Pontiac,Fiero,2010,Violet,86246,Off-Road
337,2023-01-26,Berge-Vandervort,Mitsubishi,Mirage,2014,Goldenrod,78242,Off-Road
338,2022-12-10,"Nienow, Klein and Lemke",Mitsubishi,Galant,2011,Khaki,44289,Budget
339,2023-01-29,"Tillman, Mayer and Gulgowski",Dodge,Ram 2500,2021,Turquoise,43447,Luxury
340,2023-03-15,VonRueden and Sons,Porsche,911,2020,Purple,62151,Budget
341,2023-02-03,Weissnat Inc,GMC,Envoy,2022,Green,39362,Off-Road
342,2022-12-23,Torp-Blanda,Toyota,Cressida,2023,Khaki,38419,Sports
343,2022-11-27,"Monahan, Beer and Cole",Mazda,MX-3,2019,Yellow,45268,Budget
344,2023-05-07,"Carter, Stark and Adams",GMC,Rally Wagon 1500,2018,Mauv,60866,Economy
345,2023-01-26,Hoeger-Langworth,Suzuki,SX4,2012,Blue,44281,Sports
346,2022-12-16,McCullough LLC,Mitsubishi,Lancer Evolution,2011,Crimson,75829,Off-Road
347,2023-02-09,"Mraz, Runolfsson and Keeling",Porsche,Boxster,2023,Indigo,33770,Sports
348,2023-01-27,Koepp Inc,Chevrolet,2500,2013,Crimson,93651,Budget
349,2023-01-27,Hickle-Schulist,Chevrolet,Monte Carlo,2019,Crimson,96296,Budget
350,2023-04-17,Muller Inc,Buick,Electra,2018,Crimson,96268,Off-Road
351,2023-01-24,Swift Group,Aston Martin,DB9,2016,Purple,53917,Off-Road
352,2022-12-30,Harris-Turner,Infiniti,EX,2021,Teal,26257,Budget
353,2023-03-14,"Heaney, Jacobi and Bergstrom",Ford,Bronco II,2014,Orange,28302,Sports
354,2022-12-17,"Lebsack, Schimmel and Fritsch",GMC,Savana 3500,2022,Mauv,50979,Budget
355,2023-01-26,Lueilwitz-Hammes,Isuzu,Space,2014,Crimson,46621,Budget
356,2023-03-25,Nader-Auer,Mazda,929,2013,Maroon,20791,Off-Road
357,2022-11-16,Larkin-Beier,Buick,Electra,2019,Red,92174,Budget
358,2022-12-01,Torp Group,Mitsubishi,GTO,2018,Fuscia,53242,Off-Road
359,2023-02-27,"Cremin, Pfeffer and Funk",Ford,Bronco,2012,Purple,57280,Off-Road
360,2023-05-06,"Mueller, Bruen and Gusikowski",Mercury,Grand Marquis,2023,Teal,70520,Budget
361,2023-01-25,"Cummings, Hodkiewicz and Flatley",Chevrolet,Monte Carlo,2023,Crimson,51788,Off-Road
362,2023-03-08,"Kirlin, Conroy and Armstrong",Honda,Odyssey,2011,Puce,15948,Luxury
363,2022-11-25,"Bradtke, Schultz and MacGyver",Dodge,Dakota,2012,Goldenrod,41546,Budget
364,2023-03-24,Daugherty-Zulauf,Infiniti,QX56,2011,Crimson,65999,Economy
365,2023-02-25,"Tremblay, Hand and Rutherford",Jaguar,XJ Series,2020,Indigo,30557,Economy
366,2023-01-01,Nienow-Connelly,Dodge,Ram 3500 Club,2014,Orange,75610,Budget
367,2023-01-19,Legros-Howell,Nissan,Altima,2015,Orange,13187,Economy
368,2023-01-27,Reilly Group,Toyota,Matrix,2010,Goldenrod,86741,Luxury
369,2023-02-13,Haag and Sons,BMW,6 Series,2010,Green,37545,Sports
370,2023-01-05,Walter and Sons,Chevrolet,S10,2013,Khaki,38909,Economy
371,2023-03-26,Pollich LLC,Dodge,Dakota Club,2011,Blue,61520,Economy
372,2023-02-28,Tillman LLC,Mercury,Sable,2021,Yellow,79796,Sports
373,2023-03-29,Quitzon-Stiedemann,Chrysler,PT Cruiser,2022,Puce,13670,Budget
374,2023-03-27,Schamberger-Lehner,Mercedes-Benz,M-Class,2017,Turquoise,15219,Luxury
375,2023-02-05,Collins-Stanton,Ford,Festiva,2010,Maroon,41303,Sports
376,2022-11-27,Ryan-Moen,Toyota,Tundra,2012,Puce,68883,Sports
377,2022-12-09,Considine-Torphy,Isuzu,Rodeo,2023,Red,85720,Sports
378,2023-02-05,"Beatty, Boehm and Hegmann",Jeep,Grand Cherokee,2012,Fuscia,41674,Economy
379,2023-01-07,Kulas-McGlynn,Dodge,Ram Van 1500,2018,Red,27897,Economy
380,2023-03-07,"Mante, Little and Glover",Nissan,Titan,2014,Aquamarine,70580,Sports
381,2022-12-09,Mante Inc,BMW,760,2017,Green,69451,Budget
382,2022-12-16,Gutmann-Sauer,Mercedes-Benz,CL-Class,2014,Crimson,25785,Sports
383,2023-02-12,Hickle Group,Toyota,Tundra,2021,Aquamarine,12860,Sports
384,2023-01-13,Lind-Wisoky,Subaru,Brat,2012,Indigo,94672,Sports
385,2023-01-14,Schmeler LLC,Pontiac,Grand Prix,2014,Yellow,75716,Off-Road
386,2023-02-18,Hoeger-Miller,Land Rover,Range Rover,2022,Puce,93434,Luxury
387,2023-01-19,"Bruen, Casper and Mueller",Chrysler,Town & Country,2011,Fuscia,59268,Budget
388,2023-03-02,Cormier-Volkman,Dodge,Ram 2500,2010,Green,16448,Luxury
389,2023-04-28,Emard and Sons,Chevrolet,Suburban,2014,Teal,93006,Off-Road
390,2022-12-24,Aufderhar Group,Volvo,C70,2011,Indigo,76937,Luxury
391,2022-11-27,"Schinner, Kunde and Koch",Mercedes-Benz,500SL,2011,Yellow,50323,Economy
392,2023-03-16,"Parker, Ziemann and Weimann",Jaguar,XK Series,2018,Violet,45088,Sports
393,2023-03-11,Bauch Inc,Eagle,Summit,2018,Mauv,25381,Off-Road
394,2023-01-14,Raynor and Sons,Mitsubishi,Mighty Max,2010,Khaki,38223,Sports
395,2023-01-13,Pacocha-Larson,Volvo,C70,2014,Indigo,45772,Off-Road
396,2023-05-06,"Altenwerth, Schultz and Dooley",Mercedes-Benz,S-Class,2011,Orange,11648,Luxury
397,2023-03-29,Lebsack Inc,Chrysler,Crossfire,2011,Mauv,16803,Economy
398,2023-01-05,Daniel Inc,Dodge,Dakota Club,2020,Puce,15937,Economy
399,2023-03-31,Beahan-Connelly,BMW,1 Series,2012,Purple,15059,Budget
400,2022-12-12,Altenwerth-Tillman,Dodge,Ram 2500,2017,Goldenrod,78951,Off-Road
401,2023-01-04,Padberg Inc,Chevrolet,Silverado,2021,Red,43186,Economy
402,2023-01-14,"Sanford, Kihn and Sawayn",Jeep,Patriot,2011,Indigo,52375,Economy
403,2023-03-03,Quitzon-Rodriguez,Maserati,GranSport,2013,Red,10858,Luxury
404,2023-04-08,"Hartmann, Pacocha and Sanford",Chevrolet,Silverado 2500,2020,Indigo,95781,Off-Road
405,2023-01-12,"Ebert, Gleichner and Larkin",Nissan,Xterra,2022,Orange,63651,Economy
406,2023-04-05,"Lubowitz, Donnelly and Abbott",Pontiac,Grand Prix,2016,Blue,71230,Luxury
407,2022-12-31,"Von, Yundt and Streich",Land Rover,Discovery,2012,Turquoise,33403,Economy
408,2022-12-04,Mosciski-Crooks,Aston Martin,V8 Vantage,2022,Goldenrod,80240,Budget
409,2023-02-13,Quigley-Howell,BMW,X5,2015,Maroon,72774,Luxury
410,2023-03-29,Bradtke Group,Oldsmobile,Cutlass Cruiser,2022,Crimson,28520,Sports
411,2023-03-20,"Batz, Mayert and Wehner",Chevrolet,Suburban 2500,2022,Turquoise,80132,Luxury
412,2023-01-30,Cremin LLC,Ford,Crown Victoria,2014,Green,58336,Economy
413,2023-03-25,Little-Runolfsson,Mercedes-Benz,CL-Class,2017,Indigo,21475,Economy
414,2022-12-14,McClure-Glover,Mazda,RX-7,2022,Indigo,13264,Budget
415,2023-05-06,"Schaden, Aufderhar and Lemke",Acura,Integra,2021,Maroon,24381,Sports
416,2023-05-10,"West, Huels and Funk",Porsche,Boxster,2014,Teal,61170,Sports
417,2022-11-25,"Mitchell, O'Reilly and Heller",Subaru,Impreza,2015,Yellow,97298,Off-Road
418,2022-11-15,"Zemlak, Mohr and Rath",Dodge,Viper,2016,Orange,11789,Economy
419,2023-04-07,"Lind, Nader and Schuppe",Mercury,Mountaineer,2021,Red,36220,Sports
420,2023-01-27,Renner and Sons,BMW,Z3,2021,Aquamarine,51936,Luxury
421,2022-12-19,Rau-Bruen,Dodge,Ram Van 1500,2020,Crimson,35996,Luxury
422,2023-05-06,"Greenholt, Nitzsche and Marquardt",Mitsubishi,Pajero,2021,Puce,20596,Off-Road
423,2023-03-03,Moore and Sons,GMC,Canyon,2010,Puce,58458,Budget
424,2023-05-01,Reinger-Zieme,Mazda,Mazdaspeed 3,2010,Puce,96776,Sports
425,2022-11-24,"Kihn, Roberts and Trantow",Buick,LaCrosse,2014,Red,57603,Budget
426,2022-12-18,"Kreiger, Grimes and Metz",Isuzu,Ascender,2011,Green,67754,Budget
427,2022-12-12,Stiedemann-Steuber,Ford,Freestar,2013,Yellow,21735,Economy
428,2023-05-06,"Pagac, Harris and Willms",BMW,X3,2014,Green,19731,Luxury
429,2022-12-27,Runolfsson-McKenzie,Buick,Riviera,2013,Pink,90324,Luxury
430,2022-11-18,Bogisich-Reynolds,Toyota,RAV4,2018,Green,44020,Luxury
431,2023-05-07,Turner-Abshire,Bentley,Continental,2020,Khaki,74122,Sports
432,2022-12-17,Roberts-Harvey,Isuzu,Hombre,2010,Green,13168,Sports
433,2023-03-09,Wisoky-Kuhic,Chevrolet,Avalanche 1500,2015,Indigo,54937,Off-Road
434,2023-02-24,"Halvorson, Stroman and Marvin",Hyundai,Sonata,2012,Crimson,62697,Luxury
435,2023-03-02,"Cormier, Mills and Herzog",Mercedes-Benz,W126,2019,Mauv,57062,Budget
436,2023-04-14,"Pollich, Mitchell and Kub",Land Rover,Range Rover Sport,2010,Yellow,35543,Off-Road
437,2023-03-07,Sanford-Brakus,Dodge,Ram 3500,2012,Yellow,93585,Off-Road
438,2023-04-17,"Murray, Murazik and Veum",Lamborghini,Diablo,2015,Fuscia,95843,Off-Road
439,2023-04-10,"Homenick, Reichert and Kautzer",Toyota,RAV4,2019,Pink,27142,Off-Road
440,2022-12-13,"Ward, Gleichner and Kilback",Lamborghini,Diablo,2018,Maroon,37357,Economy
441,2022-12-28,Herman-Parisian,Ford,Crown Victoria,2013,Yellow,41341,Luxury
442,2023-04-14,Batz Group,Mazda,MX-6,2014,Crimson,68687,Luxury
443,2023-01-10,Mueller Inc,Mitsubishi,Pajero,2019,Khaki,88468,Budget
444,2023-02-10,Hermiston-Hane,Ford,Falcon,2017,Red,50215,Economy
445,2023-01-05,Hodkiewicz Inc,Mazda,626,2019,Blue,92335,Economy
446,2023-05-03,Padberg Inc,Rolls-Royce,Phantom,2014,Crimson,24038,Budget
447,2023-02-08,"Weissnat, Runte and Armstrong",GMC,Envoy XL,2019,Yellow,28045,Luxury
448,2023-05-12,Stokes-Fadel,Chevrolet,Aveo,2011,Khaki,52077,Off-Road
449,2023-02-06,O'Hara-Schinner,GMC,Yukon XL 2500,2022,Pink,81591,Off-Road
450,2023-04-23,Douglas-Shields,Subaru,Legacy,2018,Orange,78258,Off-Road
451,2023-04-09,Kling and Sons,Chevrolet,Malibu,2015,Maroon,52381,Off-Road
452,2023-03-20,"Wolff, Krajcik and Balistreri",Infiniti,G,2014,Fuscia,21929,Luxury
453,2022-12-11,Mills-Schmitt,Toyota,Tacoma Xtra,2023,Green,60813,Budget
454,2023-03-23,Schoen Group,Mercedes-Benz,CLK-Class,2013,Indigo,92879,Budget
455,2023-04-13,"Schowalter, Homenick and Hamill",Chevrolet,Corvette,2021,Orange,11082,Off-Road
456,2022-12-29,Stanton and Sons,BMW,530,2015,Violet,29575,Budget
457,2023-05-12,Kertzmann-D'Amore,Mazda,B-Series,2014,Indigo,94430,Luxury
458,2022-11-16,Rempel and Sons,BMW,M5,2020,Orange,65673,Economy
459,2022-12-28,Johnston-Wehner,Chevrolet,Cavalier,2011,Aquamarine,50918,Budget
460,2023-04-18,Bogan-Friesen,BMW,X3,2010,Violet,58689,Budget
461,2022-11-16,Schumm LLC,Buick,Electra,2014,Green,26769,Budget
462,2022-12-09,Rogahn Inc,Pontiac,Grand Prix,2016,Aquamarine,60827,Budget
463,2023-05-08,Trantow-Pouros,Chevrolet,Lumina APV,2022,Aquamarine,63758,Sports
464,2023-01-05,"Miller, Torp and Cormier",BMW,Z3,2012,Maroon,78921,Sports
465,2023-02-01,Klein-Anderson,GMC,Yukon XL 1500,2020,Khaki,94353,Off-Road
466,2022-12-30,"Morar, Hettinger and Klein",Toyota,Camry,2022,Red,95983,Luxury
467,2023-03-16,Nolan-Monahan,Oldsmobile,Silhouette,2016,Red,65516,Sports
468,2023-04-17,"Bahringer, Crist and Murazik",Chevrolet,Avalanche,2011,Pink,24251,Luxury
469,2022-12-28,"Will, Hilpert and Mitchell",Ford,Taurus,2015,Puce,78320,Off-Road
470,2023-04-14,O'Hara-Kerluke,Acura,Integra,2012,Teal,30703,Economy
471,2023-03-04,Pollich-Steuber,Kia,Sephia,2012,Orange,60885,Economy
472,2023-05-04,Armstrong-Collins,Acura,TSX,2010,Pink,14892,Economy
473,2023-04-21,Kassulke-Rohan,BMW,X5,2013,Teal,93047,Luxury
474,2023-01-27,Shanahan Group,Jeep,Wrangler,2010,Goldenrod,10507,Budget
475,2023-04-26,"Goldner, Maggio and McLaughlin",Subaru,Justy,2010,Red,15660,Luxury
476,2022-11-29,"Johnson, Von and McCullough",Dodge,Grand Caravan,2012,Aquamarine,16810,Sports
477,2022-11-20,"Littel, Stehr and Kreiger",GMC,Envoy XL,2010,Puce,96512,Sports
478,2023-03-12,Bernhard-Kunze,Ford,Excursion,2014,Maroon,93229,Budget
479,2023-02-27,Kemmer and Sons,Chevrolet,S10 Blazer,2016,Puce,19143,Off-Road
480,2022-12-23,Barton-Collier,Oldsmobile,88,2011,Blue,72979,Sports
481,2023-02-06,"Ryan, Jast and Sawayn",Porsche,Carrera GT,2012,Fuscia,69944,Off-Road
482,2022-11-28,Bogisich Inc,Suzuki,Forenza,2018,Goldenrod,87381,Economy
483,2023-01-14,"Gerhold, Hodkiewicz and Stehr",Buick,Roadmaster,2021,Mauv,85308,Sports
484,2022-12-14,"Langworth, Bartoletti and Towne",Mitsubishi,Galant,2020,Indigo,48336,Luxury
485,2023-04-27,Schinner Group,Suzuki,Grand Vitara,2016,Orange,48206,Off-Road
486,2023-05-06,Breitenberg LLC,Kia,Sportage,2012,Mauv,99244,Economy
487,2022-12-22,Monahan-Wintheiser,Chevrolet,Volt,2011,Green,14413,Luxury
488,2023-02-12,Armstrong and Sons,Lotus,Esprit,2013,Blue,88592,Budget
489,2023-04-06,Goyette and Sons,Infiniti,QX,2014,Fuscia,66665,Economy
490,2023-04-04,Nitzsche-Wolff,Chevrolet,Beretta,2022,Crimson,97013,Economy
491,2023-04-23,"Mraz, Howell and Mayer",Chevrolet,Cruze,2012,Green,55789,Sports
492,2023-04-13,"Abernathy, Brown and McKenzie",Hyundai,Sonata,2020,Yellow,59266,Economy
493,2023-05-10,Watsica-Schuppe,Volvo,C70,2012,Yellow,87493,Budget
494,2023-05-11,Herzog-Fadel,Mitsubishi,Tundra,2012,Crimson,76194,Economy
495,2023-01-11,Mitchell Inc,Cadillac,Eldorado,2016,Green,55786,Sports
496,2023-03-13,Swift-Toy,Eagle,Vision,2019,Violet,13713,Economy
497,2022-12-16,"Muller, Williamson and O'Conner",Ford,E150,2014,Maroon,89762,Economy
498,2023-03-23,"Swaniawski, Dickens and Simonis",Mitsubishi,Starion,2020,Khaki,56784,Sports
499,2023-03-23,"Homenick, Bradtke and Kirlin",Mazda,MX-6,2010,Green,34149,Off-Road
500,2023-01-16,"Hilpert, Schinner and Balistreri",Mazda,Miata MX-5,2021,Purple,51011,Off-Road
501,2023-01-17,Ebert-Raynor,GMC,EV1,2018,Maroon,46490,Sports
502,2023-04-16,"Koch, Buckridge and McKenzie",Lexus,ES,2021,Yellow,13217,Economy
503,2023-04-10,"Osinski, Rohan and O'Connell",Chrysler,PT Cruiser,2016,Goldenrod,35663,Luxury
504,2023-04-30,Gutkowski and Sons,Honda,CR-V,2013,Maroon,33418,Economy
505,2023-02-06,McDermott Inc,Lincoln,Navigator L,2023,Purple,49586,Off-Road
506,2023-02-16,"Schoen, Conn and Spencer",Nissan,Quest,2020,Pink,30397,Luxury
507,2023-01-13,"Kessler, Herzog and Gerlach",Volkswagen,Passat,2012,Blue,17500,Economy
508,2023-04-19,Wehner-Maggio,Nissan,Pathfinder,2020,Turquoise,60472,Budget
509,2023-04-26,Veum-Hickle,Buick,Regal,2022,Purple,43108,Economy
510,2023-02-23,Huel-Bruen,Chevrolet,Silverado 3500HD,2014,Khaki,90390,Sports
511,2023-02-18,Deckow LLC,GMC,Yukon,2010,Turquoise,33871,Budget
512,2023-04-29,Leuschke and Sons,GMC,Yukon Denali,2010,Maroon,71935,Off-Road
513,2022-12-13,Murphy Inc,Toyota,Celica,2020,Mauv,27331,Budget
514,2023-02-28,Okuneva LLC,Jaguar,X-Type,2020,Fuscia,27802,Budget
515,2023-03-08,McDermott and Sons,Nissan,Altima,2010,Fuscia,43149,Off-Road
516,2023-02-09,Ondricka-Torphy,Hyundai,XG350,2010,Aquamarine,21020,Off-Road
517,2022-12-26,"Wunsch, Muller and Vandervort",Acura,MDX,2022,Violet,26254,Luxury
518,2023-01-16,Ebert LLC,Mercedes-Benz,M-Class,2018,Purple,56069,Budget
519,2023-04-17,Kreiger-McKenzie,Suzuki,X-90,2017,Turquoise,68360,Economy
520,2023-02-17,Grant Inc,Maserati,Quattroporte,2022,Crimson,55591,Economy
521,2023-04-18,"Strosin, Gusikowski and Leannon",Infiniti,QX56,2010,Yellow,20981,Off-Road
522,2022-12-12,Barrows-Kassulke,Chevrolet,Silverado 3500,2011,Indigo,98364,Economy
523,2023-03-18,Kemmer Group,BMW,8 Series,2011,Orange,75186,Luxury
524,2023-01-27,Lehner-Larson,Audi,A8,2010,Turquoise,28163,Economy
525,2023-05-09,Conroy-Homenick,Volvo,XC60,2012,Goldenrod,24182,Luxury
526,2023-01-04,Leffler-Johnson,Toyota,Camry,2012,Indigo,69151,Economy
527,2023-04-21,Haley and Sons,Ford,Transit Connect,2012,Yellow,19005,Economy
528,2023-04-21,Kling-Krajcik,Chevrolet,Corvette,2011,Fuscia,49238,Budget
529,2023-03-07,Hackett-Braun,GMC,Savana 2500,2013,Purple,33182,Off-Road
530,2023-04-22,Botsford-Pfeffer,Mercedes-Benz,E-Class,2020,Purple,86786,Off-Road
531,2023-01-26,Schmidt Group,Audi,TT,2012,Red,13365,Luxury
532,2023-05-05,"Dickens, MacGyver and Abbott",Volkswagen,Passat,2013,Yellow,63242,Luxury
533,2023-05-02,Yundt Inc,Volvo,V40,2012,Goldenrod,46852,Economy
534,2023-03-20,Wolff-Friesen,Mercedes-Benz,E-Class,2016,Teal,70817,Budget
535,2023-01-21,Johns and Sons,Bugatti,Veyron,2011,Khaki,65348,Off-Road
536,2023-02-09,McKenzie-Witting,Dodge,Stratus,2017,Purple,85317,Luxury
537,2022-12-16,Denesik-Ward,Mercury,Villager,2021,Turquoise,11764,Sports
538,2023-03-17,Champlin-Quitzon,Nissan,Pathfinder,2014,Violet,52454,Luxury
539,2023-05-10,"Kris, Vandervort and Ortiz",Pontiac,Grand Prix,2018,Indigo,10307,Economy
540,2023-03-09,"Spinka, Zulauf and Auer",Acura,NSX,2013,Yellow,74483,Sports
541,2022-12-31,Howell Inc,Pontiac,Grand Am,2011,Purple,56808,Off-Road
542,2023-04-03,Johnston Inc,Mazda,CX-7,2021,Orange,86139,Off-Road
543,2023-02-06,"Jones, Blanda and Bashirian",Volvo,S40,2018,Green,90908,Off-Road
544,2023-01-12,Johnson-Pollich,Porsche,911,2016,Purple,63336,Sports
545,2023-02-24,Nitzsche LLC,Land Rover,Freelander,2023,Blue,34341,Luxury
546,2023-01-30,"Jaskolski, Jenkins and Hermann",Mercedes-Benz,W201,2019,Fuscia,99277,Budget
547,2023-04-17,Ward Group,Volkswagen,Jetta,2019,Pink,46932,Off-Road
548,2023-03-12,"Smitham, Haag and Kub",Lexus,GS,2022,Turquoise,86211,Off-Road
549,2023-01-23,VonRueden and Sons,BMW,5 Series,2019,Teal,53768,Off-Road
550,2022-11-19,Hauck-Carroll,Jaguar,XK,2020,Red,61310,Sports
551,2023-02-23,Vandervort Group,Acura,NSX,2016,Red,66797,Sports
552,2023-03-11,Bergnaum Inc,Volkswagen,Type 2,2016,Green,89039,Budget
553,2023-03-24,"Leannon, Kerluke and Jones",Chrysler,PT Cruiser,2013,Blue,81857,Sports
554,2023-01-18,"Sipes, Balistreri and Harvey",Dodge,Grand Caravan,2021,Indigo,46850,Off-Road
555,2023-05-11,Kris-Braun,Jaguar,XJ Series,2018,Khaki,15123,Off-Road
556,2023-01-22,"Rath, Boyer and Simonis",Jeep,Grand Cherokee,2021,Purple,83218,Budget
557,2022-12-16,Little LLC,Audi,A6,2011,Goldenrod,49619,Budget
558,2023-02-11,"Ferry, Dibbert and Jacobson",Kia,Sorento,2011,Purple,54648,Luxury
559,2022-11-21,Romaguera and Sons,Oldsmobile,Ciera,2018,Aquamarine,63118,Sports
560,2023-01-08,"Leffler, Bernhard and Haag",Nissan,GT-R,2010,Blue,57851,Sports
561,2022-12-24,"Ferry, Spinka and Runolfsson",Chevrolet,Cavalier,2022,Mauv,17775,Luxury
562,2022-12-03,Hane-Becker,Porsche,Cayman,2010,Mauv,11391,Off-Road
563,2023-02-24,West and Sons,Mitsubishi,Lancer Evolution,2010,Violet,42046,Sports
564,2023-02-28,Bergstrom-Kozey,Lamborghini,Gallardo,2010,Orange,11055,Off-Road
565,2022-12-10,Zemlak-Paucek,Nissan,Maxima,2010,Crimson,99801,Luxury
566,2022-11-24,Windler Group,Oldsmobile,Silhouette,2017,Puce,50190,Off-Road
567,2023-02-21,Armstrong Inc,Ford,F150,2017,Pink,72554,Budget
568,2023-01-16,Bins and Sons,Mitsubishi,Montero,2020,Indigo,45170,Off-Road
569,2022-12-12,Cummings Inc,Pontiac,Aztek,2021,Crimson,23965,Sports
570,2023-04-02,Funk-O'Hara,Toyota,Prius,2016,Aquamarine,72605,Off-Road
571,2023-05-01,Terry-Mante,Pontiac,Vibe,2021,Purple,73746,Economy
572,2023-01-18,"Zulauf, Spinka and Doyle",Aptera,Type-1h,2010,Purple,20590,Sports
573,2023-03-25,"Stroman, Hansen and Champlin",Dodge,Avenger,2010,Maroon,53399,Budget
574,2023-02-15,"Cassin, Ziemann and Kovacek",Audi,A4,2010,Mauv,45415,Economy
575,2023-02-02,"Mohr, Leannon and Morissette",Chevrolet,Colorado,2023,Goldenrod,25676,Off-Road
576,2023-01-27,"Stamm, Upton and Langworth",Mazda,Miata MX-5,2011,Indigo,36586,Luxury
577,2023-05-09,Deckow Group,Ford,Five Hundred,2023,Green,74955,Economy
578,2022-11-28,"Spencer, Pfeffer and Gulgowski",Saab,9000,2012,Purple,78971,Economy
579,2023-03-02,"Volkman, Murazik and Robel",Mercury,Grand Marquis,2015,Aquamarine,81415,Luxury
580,2022-12-18,"Waelchi, D'Amore and Quitzon",Ford,Club Wagon,2015,Crimson,16217,Sports
581,2023-03-09,Schaden-Bernhard,Mitsubishi,Pajero,2017,Blue,38366,Budget
582,2023-05-03,Grimes-Bartoletti,Mazda,Miata MX-5,2018,Yellow,48998,Luxury
583,2023-03-01,Krajcik-Macejkovic,Dodge,Ram Van 3500,2015,Pink,42026,Budget
584,2023-01-01,"Kshlerin, Wolff and Jaskolski",Mitsubishi,Chariot,2015,Fuscia,36892,Off-Road
585,2023-05-06,"Bechtelar, Lockman and Ebert",Audi,100,2020,Red,96115,Sports
586,2022-12-20,Larson Group,Dodge,Grand Caravan,2015,Indigo,89935,Budget
587,2022-12-26,"Lindgren, D'Amore and Terry",Pontiac,1000,2010,Teal,33503,Sports
588,2022-12-21,"Larkin, Hammes and Denesik",Chevrolet,Impala,2018,Khaki,25885,Luxury
589,2023-04-14,Lakin-Dietrich,Hummer,H2,2018,Mauv,12020,Budget
590,2023-04-28,Green LLC,Chevrolet,Camaro,2017,Yellow,83730,Off-Road
591,2023-03-24,Schoen and Sons,Volvo,960,2023,Aquamarine,29053,Luxury
592,2022-12-10,"Wehner, Greenholt and Kovacek",Ford,Windstar,2020,Turquoise,38725,Off-Road
593,2023-02-21,Johnson and Sons,Porsche,911,2019,Yellow,43210,Luxury
